No.,Chemical compound,Logk,Cas,Smiles,Ph,T,Ref,Pubchem_cid,Chemical_class_27,Chemical_class_coarse
566,ranitidine ,7.2,66357-35-5 ,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CC=C(O1)CN(C)C,6.4,,https://doi.org/10.1039/c7em00079k,,"sulfide, disulfide",Sulfur-containing organics
567,"9,10-anthracenedipropion ic acid ",8.08,71367-28-7 ,O=C(O)CCC1=C(C=CC=C2)C2=C(CCC(O)=O)C3=CC=CC=C31,6.8,,https://doi.org/10.1016/1010-6030(92)85132-E,,cyclo,Aromatic & PAHs
568,2’-HO-BDE-123 ,6.28,80246-24-8 ,C1=CC(=C(C=C1Br)Br)OC2=CC(=C(C(=C2O)Br)Br)Br,4,,https://doi.org/10.1016/j.chemosphere.2012.06.033,11978695.0,alcohol,Oxygenated organics
569,2’-HO-BDE-123 ,8.29,80246-24-8 ,C1=CC(=C(C=C1Br)Br)OC2=CC(=C(C(=C2O)Br)Br)Br,8,,https://doi.org/10.1016/j.chemosphere.2012.06.033,11978695.0,alcohol,Oxygenated organics
570,2’-HO-BDE-68 ,6.72,80246-25-9 ,C1=CC(=C(C=C1Br)Br)OC2=C(C(=CC(=C2)Br)Br)O,5,,https://doi.org/10.1016/j.chemosphere.2012.06.033,4563.0,alcohol,Oxygenated organics
571,2’-HO-BDE-68 ,8.25,80246-25-9 ,C1=CC(=C(C=C1Br)Br)OC2=C(C(=CC(=C2)Br)Br)O,8,,https://doi.org/10.1016/j.chemosphere.2012.06.033,4563.0,alcohol,Oxygenated organics
572,fluvastatin ,8.21,93957-54-1 ,CC(C)N1C2=CC=CC=C2C(=C1/C=C/[C@@H](C[C@@H](CC(=O)O)O)O)C3=CC=C(C=C3)F,7,,https://doi.org/10.1016/j.scitotenv.2016.12.008,,diol,Polyfunctional / highly functionalized
573,mesotrione ,5.84,104206-82-8 ,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C2C(=O)CCCC2=O)[N+](=O)[O-],8.5,,https://doi.org/10.1021/es3030808,,"sulfide, disulfide",Sulfur-containing organics
574,danofloxacin ,4.88,112398-08-0 ,CN1C[C@@H]2C[C@H]1CN2C3=C(C=C4C(=C3)N(C=C(C4=O)C(=O)O)C5CC5)F,7,,https://doi.org/10.1016/j.scitotenv.2016.12.008,,halogeneted,Halogenated organics
575,2’-HO-BDE-7 ,6.63,602326-09-0 ,,7,,https://doi.org/10.1016/j.chemosphere.2012.06.033,,alcohol,Oxygenated organics
576,2’-HO-BDE-7 ,8.35,602326-09-0 ,,10,,https://doi.org/10.1016/j.chemosphere.2012.06.033,,alcohol,Oxygenated organics
577,4’-HO-BDE-17 ,6.9,602326-21-6 ,C1=CC(=C(C=C1O)Br)OC2=C(C=C(C=C2)Br)Br,7,,https://doi.org/10.1016/j.chemosphere.2012.06.033,11026243.0,alcohol,Oxygenated organics
578,4’-HO-BDE-17 ,8.24,602326-21-6 ,C1=CC(=C(C=C1O)Br)OC2=C(C=C(C=C2)Br)Br,9,,https://doi.org/10.1016/j.chemosphere.2012.06.033,11026243.0,alcohol,Oxygenated organics
579,4’-HO-BDE-90 ,6.48,602326-24-9 ,,4,,https://doi.org/10.1016/j.chemosphere.2012.06.033,,alcohol,Oxygenated organics
580,4’-HO-BDE-90 ,8.14,602326-24-9 ,,8,,https://doi.org/10.1016/j.chemosphere.2012.06.033,,alcohol,Oxygenated organics
581,2-(4-chlorophenoxy)-2-methylpropionic acid,6.041392685,882-09-7,ClC1=CC=C(OC(C)(C)C(O)=O)C=C1,3,25,https://doi.org/10.1039/C8RA03140A,,cyclo,Aromatic & PAHs
582,2-(4-chlorophenoxy)-2-methylpropionic acid,6.278753601,882-09-7,ClC1=CC=C(OC(C)(C)C(O)=O)C=C1,5,25,https://doi.org/10.1039/C8RA03140A,,cyclo,Aromatic & PAHs
583,2-(4-chlorophenoxy)-2-methylpropionic acid,6.376576957,882-09-7,ClC1=CC=C(OC(C)(C)C(O)=O)C=C1,7,25,https://doi.org/10.1039/C8RA03140A,,cyclo,Aromatic & PAHs
584,2-(4-chlorophenoxy)-2-methylpropionic acid,6.507855872,882-09-7,ClC1=CC=C(OC(C)(C)C(O)=O)C=C1,8,25,https://doi.org/10.1039/C8RA03140A,,cyclo,Aromatic & PAHs
585,2-(4-chlorophenoxy)-2-methylpropionic acid,6.267171728,882-09-7,ClC1=CC=C(OC(C)(C)C(O)=O)C=C1,11,25,https://doi.org/10.1039/C8RA03140A,,cyclo,Aromatic & PAHs
586,furfuryl alcohol,8.146128036,98-00-0,OCC1=CC=CO1,3月9日,37, https://doi.org/10.1002/recl.19610800908,,alcohol,Oxygenated organics
587,furfuryl alcohol,8.041392685,98-00-0,OCC1=CC=CO1,,9,10.5075/epfl-thesis-519,,alcohol,Oxygenated organics
588,furfuryl alcohol,8.037426498,98-00-0,OCC1=CC=CO1,7,22,https://doi.org/10.1016/0045-6535(84)90199-1,,alcohol,Oxygenated organics
589,furfuryl alcohol,7.968482949,98-00-0,OCC1=CC=CO1,7.4,22,https://doi.org/10.1016/S0165-8646(24)00315-5,,alcohol,Oxygenated organics
590,furfuryl alcohol,8.079181246,98-00-0,OCC1=CC=CO1,7-11.5,,https://doi.org/10.1016/0045-6535(87)90004-X,,alcohol,Oxygenated organics
591,furfuryl alcohol,8.146128036,98-00-0,OCC1=CC=CO1,6.6-7.6,25,https://doi.org/10.1016/1011-1344(91)80116-Y,,alcohol,Oxygenated organics
592,furfuryl alcohol,7.919078092,98-00-0,OCC1=CC=CO1,7.5,23,https://doi.org/10.1021/es0340782,,alcohol,Oxygenated organics
593,furfuryl alcohol,7.973127854,98-00-0,OCC1=CC=CO1,3月12日,19-20,https://doi.org/10.1039/C6EM00646A,,alcohol,Oxygenated organics
594,furfuryl alcohol,7.0,98-00-0,OCC1=CC=CO1,4月10日,26,https://doi.org/10.1039/C6EM00646A,,alcohol,Oxygenated organics
595,"2,5-Dimethylfuran ",8.77,625-86-5,CC1=CC=C(O1)C,5,20,https://doi.org/10.1021/acs.est.4c10778,12266.0,alkane,Aliphatic hydrocarbons
596,"2,3-Dimethylfuran ",8.66,14920-89-9,CC1=C(OC=C1)C,5,20,https://doi.org/10.1021/acs.est.4c10778,34337.0,alkane,Aliphatic hydrocarbons
597,2-Methylfuran ,8.51,534-22-5,CC1CCCO1,5,20,https://doi.org/10.1021/acs.est.4c10778,7301.0,alkane,Aliphatic hydrocarbons
598,2-Methyl-furanhydrazide,8.18,315672-60-7,CC1=C(C=CO1)C(=O)NN,5,20,https://doi.org/10.1021/acs.est.4c10778,1987739.0,alkane,Aliphatic hydrocarbons
599,"2,5-Bis(hydroxymethyl)furan ",8.02,1883-75-6,C1=C(OC(=C1)CO)CO,5,20,https://doi.org/10.1021/acs.est.4c10778,74663.0,halogeneted,Halogenated organics
600,Furfuryl alcohol ,7.98,98-00-0,COP(=S)(OC)OC1=CC=C(C=C1)[N+](=O)[O-],5,20,https://doi.org/10.1021/acs.est.4c10778,4130.0,diol,Polyfunctional / highly functionalized
601,Furan,7.92,110-00-9,C1=COC=C1,5,20,https://doi.org/10.1021/acs.est.4c10778,8029.0,alcohol,Oxygenated organics
602,Furoic acid,7.62,88-14-2,C1=COC(=C1)C(=O)O,5,20,https://doi.org/10.1021/acs.est.4c10778,6919.0,alcohol,Oxygenated organics
603,Furfurylamine,7.6,617-89-0,C1=COC(=C1)CN,5,20,https://doi.org/10.1021/acs.est.4c10778,3438.0,alcohol,Oxygenated organics
604,"2-Methylfuran-3,4-dicarboxylic acid",7.18,54576-44-2,CC1=C(C(=CO1)C(=O)O)C(=O)O,2.5,20,https://doi.org/10.1021/acs.est.4c10778,4737732.0,alkane,Aliphatic hydrocarbons
605,Furoic acid,6.58,88-14-2,C1=COC(=C1)C(=O)O,2,20,https://doi.org/10.1021/acs.est.4c10778,6919.0,alcohol,Oxygenated organics
606,5-Nitro-2-furaldehyde,6.18,698-63-5,C1=C(OC(=C1)[N+](=O)[O-])C=O,5,20,https://doi.org/10.1021/acs.est.4c10778,12774.0,halogeneted,Halogenated organics
607,5-Hydroxymethyl-2-furaldehyde,6.08,67-47-0,C1=C(OC(=C1)C=O)CO,5,20,https://doi.org/10.1021/acs.est.4c10778,237332.0,halogeneted,Halogenated organics
608,Furfural,5.8,1998/1/1,C1=COC(=C1)C=O,5,20,https://doi.org/10.1021/acs.est.4c10778,7362.0,alcohol,Oxygenated organics
609,5-Iodo-2-furaldehyde,5.6,2689-65-8,CCCC1C(=O)N(C(=S)S1)C2=CC=C(C=C2)C,5,20,https://doi.org/10.1021/acs.est.4c10778,211718.0,"sulfide, disulfide",Sulfur-containing organics
610,5-Chloro-2-furaldehyde,5.56,21508-19-0,C1=C(OC(=C1)Cl)C=O,5,20,https://doi.org/10.1021/acs.est.4c10778,2769630.0,halogeneted,Halogenated organics
611,5-Bromo-2-furaldehyde,5.53,1899-24-7,C1=C(OC(=C1)Br)C(=O)O,5,20,https://doi.org/10.1021/acs.est.4c10778,68511.0,halogeneted,Halogenated organics
612,(S)-5-Hydroxymethyl-2(5H)-furanone,3.57,78508-96-0,C1=CC(=O)OC1CO,5,20,https://doi.org/10.1021/acs.est.4c10778,144863.0,alcohol,Oxygenated organics
613,Carminic acid,8.65,1260-17-9,O=C(C1=C2C(O)=C([C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C(O)=C1O)C4=C(C(C)=C(C(O)=O)C(O)=C4)C2=O,6.8,37,http://dx.doi.org/10.3998/ark.5550190.0008.819,,diol,Polyfunctional / highly functionalized
614,Methyl gallate,8.3,99-24-1,COC(=O)C1=CC(=C(C(=C1)O)O)O,6.8,37,http://dx.doi.org/10.3998/ark.5550190.0008.819,7428.0,diol,Polyfunctional / highly functionalized
615,	Caffeic acid,7.6,331-39-5,C1=CC(=C(C=C1C=CC(=O)O)O)O,6.8,37,http://dx.doi.org/10.3998/ark.5550190.0008.819,2518.0,diol,Polyfunctional / highly functionalized
616,Trimethylhydroquinone,8.3,700-13-0,CC1=CC(=C(C(=C1O)C)C)O,6.8,37,http://dx.doi.org/10.3998/ark.5550190.0008.819,12785.0,alkane,Aliphatic hydrocarbons
617,Trolox,8.5,53188-07-1,CC1=C(C2=C(CCC(O2)(C)C(=O)O)C(=C1O)C)C,6.8,37,http://dx.doi.org/10.3998/ark.5550190.0008.819,40634.0,alkane,Aliphatic hydrocarbons
618,Oxytetracycline,6.936513742,79-57-2,O[C@@]([C@@]1([C@@H](C(O)=C2C(N)=O)N(C)C)[H])(C(O)=C(C3=O)[C@]([C@@H]1O)([C@](C)(O)C4=C3C(O)=CC=C4)[H])C2=O,5,25,https://doi.org/10.1021/acs.est.2c06008,,diol,Polyfunctional / highly functionalized
619,Oxytetracycline,8.10720997,79-57-2,O[C@@]([C@@]1([C@@H](C(O)=C2C(N)=O)N(C)C)[H])(C(O)=C(C3=O)[C@]([C@@H]1O)([C@](C)(O)C4=C3C(O)=CC=C4)[H])C2=O,7,25,https://doi.org/10.1021/acs.est.2c06008,,diol,Polyfunctional / highly functionalized
620,Oxytetracycline,9.404833717,79-57-2,O[C@@]([C@@]1([C@@H](C(O)=C2C(N)=O)N(C)C)[H])(C(O)=C(C3=O)[C@]([C@@H]1O)([C@](C)(O)C4=C3C(O)=CC=C4)[H])C2=O,11,25,https://doi.org/10.1021/acs.est.2c06008,,diol,Polyfunctional / highly functionalized
621,Cimetidine,6.51851394,2984-61-4,CC1=C(N=CN1)CSCCNC(=NC)NC#N,4.2,,https://doi.org/10.1021/es0340782,2756.0,"sulfide, disulfide",Sulfur-containing organics
622,Cimetidine,7.963787827,2984-61-4,CC1=C(N=CN1)CSCCNC(=NC)NC#N,6.9,,https://doi.org/10.1021/es0340782,2756.0,"sulfide, disulfide",Sulfur-containing organics
623,Cimetidine,8.342422681,2984-61-4,CC1=C(N=CN1)CSCCNC(=NC)NC#N,8.2,,https://doi.org/10.1021/es0340782,2756.0,"sulfide, disulfide",Sulfur-containing organics
624,Cimetidine,8.397940009,2984-61-4,CC1=C(N=CN1)CSCCNC(=NC)NC#N,10.2,,https://doi.org/10.1021/es0340782,2756.0,"sulfide, disulfide",Sulfur-containing organics
625,Ranitidine,7.204119983,66357-35-5,CN(C)CC1=CC=C(CSCCN/C(NC)=C/[N+]([O-])=O)O1,6.4,,https://doi.org/10.1021/es0340782,,halogeneted,Halogenated organics
626,Ranitidine,7.423245874,66357-35-5,CN(C)CC1=CC=C(CSCCN/C(NC)=C/[N+]([O-])=O)O1,7.5,,https://doi.org/10.1021/es0340782,,halogeneted,Halogenated organics
627,Ranitidine,7.806179974,66357-35-5,CN(C)CC1=CC=C(CSCCN/C(NC)=C/[N+]([O-])=O)O1,9.8,,https://doi.org/10.1021/es0340782,,halogeneted,Halogenated organics
628,"2,4,6-Trimethylphenol",7.79,527-60-6,CC1=C(O)C(C)=CC(C)=C1,,27,https://doi.org/10.1016/1010-6030(94)03861-9,,cyclo,Aromatic & PAHs
629,"2,4,6-Trimethylphenol",9.04,527-60-6,CC1=C(O)C(C)=CC(C)=C1,,27,https://doi.org/10.1016/1010-6030(94)03861-9,,cyclo,Aromatic & PAHs
630,Phenol,4.06,108-95-2,OC1=CC=CC=C1,6,25,10.1039/c8cp04852e,,alcohol,Oxygenated organics
631,Butylparaben,7.7,94-26-8,OC1=CC=C(C(OCCCC)=O)C=C1,7,25,https://doi.org/10.3390/molecules27165260,,alcohol,Oxygenated organics
632,Butylparaben,7.93,94-26-8,OC1=CC=C(C(OCCCC)=O)C=C1,9,25,https://doi.org/10.3390/molecules27165260,,alcohol,Oxygenated organics
633,Butylparaben,80.6,94-26-8,OC1=CC=C(C(OCCCC)=O)C=C1,10.8,25,https://doi.org/10.3390/molecules27165260,,alcohol,Oxygenated organics
634,Benzylparaben,7.95,94-18-8,O=C(C1=CC=C(O)C=C1)OCC2=CC=CC=C2,7,25,https://doi.org/10.3390/molecules27165260,,alcohol,Oxygenated organics
635,Benzylparaben,8.01,94-18-8,O=C(C1=CC=C(O)C=C1)OCC2=CC=CC=C2,9,25,https://doi.org/10.3390/molecules27165260,,alcohol,Oxygenated organics
636,Benzylparaben,8.08,94-18-8,O=C(C1=CC=C(O)C=C1)OCC2=CC=CC=C2,10.8,25,https://doi.org/10.3390/molecules27165260,,alcohol,Oxygenated organics
637,	2-Chlorophenol,7.47,95-57-8,OC1=CC=CC=C1Cl,7,25,https://doi.org/10.3390/molecules27165260,,alcohol,Oxygenated organics
638,	2-Chlorophenol,8.22,95-57-8,OC1=CC=CC=C1Cl,9,25,https://doi.org/10.3390/molecules27165260,,alcohol,Oxygenated organics
639,	2-Chlorophenol,8.31,95-57-8,OC1=CC=CC=C1Cl,10.8,25,https://doi.org/10.3390/molecules27165260,,alcohol,Oxygenated organics
640,"N,N,2,4-Tetramethylaniline",8.113943352,769-53-9,CC1=CC(=C(C=C1)N(C)C)C,,,NIST,136612.0,alkane,Aliphatic hydrocarbons
641,"N,N,N',N'-Tetramethyl-o-phenylenediamine",9.041392685,704-01-8,CN(C)C1=CC=CC=C1N(C)C,,,NIST,12803.0,cyclo,Aromatic & PAHs
642,"2-Methoxy-N,N-dimethylaniline",8.505149978,700-75-4,CN(C)C1=CC=CC=C1OC,,,NIST,136536.0,alcohol,Oxygenated organics
643,"4-Chloro-N,N-dimethylaniline",7.556302501,698-69-1,CN(C)C1=CC=C(C=C1)Cl,,,NIST,136530.0,halogeneted,Halogenated organics
644,"3,4-Dimethoxy-N,N-dimethylaniline",8.944482672,2748-79-0,CN(C)C1=CC(=C(C=C1)OC)OC,,,NIST,20026328.0,diol,Polyfunctional / highly functionalized
645,"N,N,N',N'-Tetramethyl-m-phenylenediamine",8.86923172,22440-93-3,CN(C)C1=CC(=CC=C1)N(C)C,,,NIST,89715.0,halogeneted,Halogenated organics
646,"N,N,2,4,6-Pentamethylaniline",8.176091259,13021-15-3,CC1=CC(=C(C(=C1)C)N(C)C)C,,,NIST,139365.0,alkane,Aliphatic hydrocarbons
647,Glycyl-L-tyrosyl-L-alanine,9.301029996,112898-27-8,C[C@@H](C(=O)O)NC(=O)[C@H](CC1=CC=C(C=C1)O)NC(=O)CN,11.5,,NIST,194988.0,halogeneted,Halogenated organics
648,Glycyl-L-tyrosyl-L-alanine,8.0,112898-27-8,C[C@@H](C(=O)O)NC(=O)[C@H](CC1=CC=C(C=C1)O)NC(=O)CN,11.5,,NIST,194988.0,halogeneted,Halogenated organics
649,indole-3-carboxylic acid,7.146128036,771-50-6,C1=CC=C2C(=C1)C(=CN2)C(=O)O,7,,NIST,69867.0,halogeneted,Halogenated organics
650,Methionine methyl ester,7.146128036,10332-17-9,COC(=O)[C@H](CCSC)N,,,NIST,64684.0,alcohol,Oxygenated organics
651,Methionine methyl ester,8.004321374,10332-17-9,COC(=O)[C@H](CCSC)N,7,,NIST,64684.0,alcohol,Oxygenated organics
652,Methionine methyl ester,6.079181246,10332-17-9,COC(=O)[C@H](CCSC)N,,,NIST,64684.0,alcohol,Oxygenated organics
653,Methionine methyl ester,6.84509804,10332-17-9,COC(=O)[C@H](CCSC)N,7,,NIST,64684.0,alcohol,Oxygenated organics
654,HisGly,7.146128036,2489-13-6,C1=NC=NC1C[C@@H](C(=O)O)NC(=O)CN,,,NIST,142774.0,cyclo,Aromatic & PAHs
655,HisGly,7.812913357,2489-13-6,C1=NC=NC1C[C@@H](C(=O)O)NC(=O)CN,7,,NIST,142774.0,cyclo,Aromatic & PAHs
656,HisGly,6.86923172,2489-13-6,C1=NC=NC1C[C@@H](C(=O)O)NC(=O)CN,,,NIST,142774.0,cyclo,Aromatic & PAHs
657,HisGly,7.819543936,2489-13-6,C1=NC=NC1C[C@@H](C(=O)O)NC(=O)CN,7,,NIST,142774.0,cyclo,Aromatic & PAHs
658,Manganese(III) mesoporphyrin diethyl ester,9.176091259,14172-93-1,,,,NIST,,ester,Oxygenated organics
659,"2,6-Bis(1,1-dimethylethyl)-4-[1-[2,6-bis(1,1-dimethylethyl)telluropyran-4-ylidene]-3-propenyl]telluropyrylium",8.903089987,,,,,NIST,,phosphorus,Phosphorus-containing organics
660,"2,6-Bis(1,1-dimethylethyl)-4-[1-[2,6-bis(1,1-dimethylethyl)selenopyran-4-ylidene]-3-propenyl]selenopyrylium",6.698970004,,,,,NIST,,phosphorus,Phosphorus-containing organics
661,"2,6-Bis(1,1-dimethylethyl)-4-[1-[2,6-bis(1,1-dimethylethyl)selenopyran-4-ylidene]-3-propenyl]thiopyrylium",6.954242509,,,,,NIST,,phosphorus,Phosphorus-containing organics
662,"4,4'-(1,3-Propenyl)bis[2,6-di(1,1-dimethylethyl)pyrylium]",5.477121255,,,,,NIST,,phosphorus,Phosphorus-containing organics
663,"N-[5-Hydroxy-8-[[2-(methylsulfonyl)-4-nitrophenyl]azo]-1-naphthalenyl-1,3-benzenedisulfonamide, conjugate dibase",8.698970004,,,,,NIST,,amide,Nitrogen-containing organics
664,"N-[5-Hydroxy-8-[[2-(methylsulfonyl)-4-nitrophenyl]azo]-1-naphthalenyl-1,3-benzenedisulfonamide, conjugate base",8.113943352,,,,,NIST,,amide,Nitrogen-containing organics
665,"2,6-Diphenyl-4-(2,6-diphenyltelluropyran-4-ylidene)methyltelluropyrylium",7.0,,,,,NIST,,phosphorus,Phosphorus-containing organics
666,Rhodopsin,9.041392685,564-87-4,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=O)C)C,8,,NIST,1070.0,alkane,Aliphatic hydrocarbons
667,Luciferase,9.278753601,61970-00-1,CC(C)C(CO)NC1=NN2C(=NC=C2C3=CC=C(C=C3)C#N)C=C1,8,,NIST,46213588.0,cyclo,Aromatic & PAHs
668,Cyanohemoglobin,9.071882007,,,7,,NIST,,amine,Nitrogen-containing organics
669,"N,N,4-Trimethylaniline",8.041392685,99-97-8,CC1=CC=C(C=C1)N(C)C,,,NIST,7471.0,alkane,Aliphatic hydrocarbons
670,"[N,N'-Propylenebis(5-sulfosalicylideneiminato)]nickelate(II) disodium salt",9.113943352,98584-92-0,,,,NIST,,phosphorus,Phosphorus-containing organics
671,"[N,N'-o-Phenylenebis(5-sulfosalicylideneiminato)]nickelate(II) disodium salt",8.0,98508-43-1,,,,NIST,,phosphorus,Phosphorus-containing organics
672,"[N,N'-Ethylenebis(5-sulfosalicylideneiminato)]nickelate(II) disodium salt",9.204119983,98479-61-9,,,,NIST,,amine,Nitrogen-containing organics
673,Indole-3-butyrate ion,7.857332496,98262-99-8,,7,,NIST,,pyridine,Heterocycles
674,"2,5-Diphenyloxazole",8.204119983,92-71-7,C1=CC=C(C=C1)C2=CN=C(O2)C3=CC=CC=C3,,,NIST,7105.0,cyclo,Aromatic & PAHs
675,"2,5-Diphenyloxazole",8.204119983,92-71-7,C1=CC=C(C=C1)C2=CN=C(O2)C3=CC=CC=C3,,,NIST,7105.0,cyclo,Aromatic & PAHs
676,NADH dehydrogenase,8.230448921,9079-67-8,,7.4,,NIST,,amine,Nitrogen-containing organics
677,Succinate dehydrogenase,9.136720567,9002/2/2,,7.4,,NIST,,amine,Nitrogen-containing organics
678,Mn(acac)2(H2O)2+,7.397940009,82931-96-2,,,,NIST,,amine,Nitrogen-containing organics
679,Phosphatidylcholine,5.875061263,8002-43-5,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC,,,NIST,26197.0,diol,Polyfunctional / highly functionalized
680,NiCl2,7.477121255,7718-54-9,[Ni],,,NIST,935.0,halogeneted,Halogenated organics
681,2-Sulfonatophenyl-N-tert-butylnitrone,7.973127854,73475-11-3,CCC(C)/[N+](=C/C1=CC=CC=C1S(=O)(=O)[O-])/[O-].[Na+],,,NIST,6440287.0,alkane,Aliphatic hydrocarbons
682,Dimethyldithiocarbamate ion,7.903089987,7234-39-1,CC1CCC23CCC(=O)C2C1(C(CC(C(C3C)OC(=O)CBr)(C)C=C)O)C,7.1,,NIST,5250130.0,alcohol,Oxygenated organics
683,Co(OAc)2,7.602059991,71-48-7,CC(=O)[O-].CC(=O)[O-].[Co+2],,,NIST,6277.0,diol,Polyfunctional / highly functionalized
684,Methyl 4-methylphenyl sulfide,7.505149978,623-13-2,CC1=CC=C(C=C1)SC,,,NIST,69334.0,"sulfide, disulfide",Sulfur-containing organics
685,N-Methylthiourea,6.301029996,598-52-7,CSC(=N)N,7.1,,NIST,5142.0,"sulfide, disulfide",Sulfur-containing organics
686,Mn(acac)2(CH2ClCO2),7.431363764,56266-20-7,,,,NIST,,amine,Nitrogen-containing organics
687,N-Allylurea,5.301029996,557-11-9,C=CCNC(=O)N,7.1,,NIST,11181.0,halogeneted,Halogenated organics
688,3-Amino-2-hydroxypropanethiol,5.903089987,55064-80-7,C(C(CS)O)N,,,NIST,22623510.0,halogeneted,Halogenated organics
689,Ni(OAc)2,7.301029996,373-02-4,CC(=O)[O-].CC(=O)[O-].[Ni+2],,,NIST,9756.0,alkane,Aliphatic hydrocarbons
690,Mn(acac)2(OAc),7.342422681,34424-01-6,,,,NIST,,amine,Nitrogen-containing organics
691,Mn(acac)2(CCl3CO2),7.342422681,32839-68-2,,,,NIST,,amine,Nitrogen-containing organics
692,Ni(acac)2,8.176091259,3264-82-2,C1=CC=C(C=C1)C2(C3=CC=CC=C3C4=CC=CC=C42)Br,,,NIST,231624.0,halogeneted,Halogenated organics
693,4-(Aminomethylene)-3-methyl-1-phenyl-2-pyrazoline-5-thione,7.929418926,24628-84-0,,,,NIST,,phosphorus,Phosphorus-containing organics
694,"2,2,6,6-Tetramethylpiperidin-4-ol",7.602059991,2403-88-5,CC1(CC(CC(N1)(C)C)O)C,8,,NIST,75471.0,alkane,Aliphatic hydrocarbons
695,"4-(Methylthio)-N,N-dimethylaniline",8.556302501,2388-51-4,CN(C)C1=CC=C(C=C1)SC,,,NIST,137574.0,"sulfide, disulfide",Sulfur-containing organics
696,Cobalt(II) mesoporphyrin,9.176091259,21158-51-0,[H+].[H+].CCC1=C(C2=NC1=CC3=C(C(=C([N-]3)C=C4C(=C(C(=CC5=NC(=C2)C(=C5C)CC)[N-]4)C)CCC(=O)[O-])CCC(=O)[O-])C)C.[Co+2],,,NIST,161350.0,diol,Polyfunctional / highly functionalized
697,Nickel(II) mesoporphyrin,9.0,19414-13-2,,,,NIST,,phosphorus,Phosphorus-containing organics
698,4-Methoxyphenyl methyl sulfide,7.662757832,1879-16-9,COC1=CC=C(C=C1)SC,,,NIST,15885.0,"sulfide, disulfide",Sulfur-containing organics
699,"3-Methoxy-N,N-dimethylaniline",7.924279286,15799-79-8,CN(C)C1=CC(=CC=C1)OC,,,NIST,139977.0,alcohol,Oxygenated organics
700,Sodium dodecyl sulfate,9.0,151-21-3,CCCCCCCCCCCCOS(=O)(=O)O,,,NIST,8778.0,"sulfide, disulfide",Sulfur-containing organics
701,Cobalt(II) meso-tetraphenylporphyrin,8.477121255,14172-90-8,C1=CC=C(C=C1)C2=C3C=CC(=C(C4=NC(=C(C5=CC=C([N-]5)C(=C6C=CC2=N6)C7=CC=CC=C7)C8=CC=CC=C8)C=C4)C9=CC=CC=C9)[N-]3.[Co+2],,,NIST,518893.0,halogeneted,Halogenated organics
702,Mn(acac)3,8.204119983,14024-58-9,CC(=O)CC(=O)C.CC(=O)CC(=O)C.[Mn],,,NIST,407386.0,alkane,Aliphatic hydrocarbons
703,Mercurochrome,8.307496038,129-16-8,C1=CC=C2C(=C1)C(=O)OC23C4=CC(=C(C=C4OC5=C(C(=C(C=C35)Br)[O-])[Hg])[O-])Br.O.[Na+].[Na+],,,NIST,8505.0,diol,Polyfunctional / highly functionalized
704,"2,6-Bis(1,1-dimethylethyl)-4-[1-[2,6-bis(1,1-dimethylethyl)thiopyran-4-ylidene]-3-propenyl]thiopyrylium",7.113943352,124620-02-6,,,,NIST,,phosphorus,Phosphorus-containing organics
705,Dodecyltrimethylammonium chloride,8.230448921,112-00-5,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],,,NIST,8152.0,alkane,Aliphatic hydrocarbons
706,4-(Methylthio)phenol,8.204119983,1073-72-9,CSC1=CC=C(C=C1)O,,,NIST,14086.0,"sulfide, disulfide",Sulfur-containing organics
707,4-(Methylthio)phenol,8.113943352,1073-72-9,CSC1=CC=C(C=C1)O,,,NIST,14086.0,"sulfide, disulfide",Sulfur-containing organics
708,Methyl phenyl sulfide,7.361727836,100-68-5,CSC1=CC=CC=C1,,,NIST,7520.0,"sulfide, disulfide",Sulfur-containing organics
709,"1,4-naphthalenedipropionic acid",5.127104798,20161-80-8,,,,NIST,,phosphorus,Phosphorus-containing organics
710,"1,4-naphthalenedipropionic acid",4.763427994,20161-80-8,,,,NIST,,phosphorus,Phosphorus-containing organics
711,"1,4-naphthalenedipropionic acid",4.77815125,20161-80-8,,,,NIST,,phosphorus,Phosphorus-containing organics
712,"1,4-naphthalenedipropionic acid",6.152288344,20161-80-8,,,,NIST,,phosphorus,Phosphorus-containing organics
713,"4-Methyl-2,6-dinitrophenoxide ",7.155336037,609-93-8,CC1=CC(=C(C(=C1)[N+](=O)[O-])O)[N+](=O)[O-],,,NIST,11872.0,diol,Polyfunctional / highly functionalized
714,2-benzylphenol,7.643452676,14123-89-2,,11,,NIST,,phosphorus,Phosphorus-containing organics
715,4-Methyl-1-naphthalenepropionate ion endoperoxide,8.954242509,,,,,NIST,,phosphorus,Phosphorus-containing organics
716,5-Iminodaunomycin,9.544068044,72983-78-9,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=N)C(=CC=C5)OC)O)(C(=O)C)O)N)O,7.8,,NIST,72400.0,diol,Polyfunctional / highly functionalized
